season,year,country,total_contingent,total_medal,total_gold,total_silver,total_bronze
Summer,1988,Djibouti,6,1,0,0,1
Summer,1988,Maldives,7,0,0,0,0
Summer,1988,Yemen,13,0,0,0,0
Summer,1988,United Arab Emirates,12,0,0,0,0
Summer,1988,Nigeria,69,0,0,0,0
Summer,1988,Kuwait,25,0,0,0,0
Summer,1988,Russia,481,131,54,31,46
Summer,1988,Japan,255,14,4,3,7
Summer,1988,Spain,229,4,1,1,2
Summer,1988,Sweden,185,11,0,4,7
Summer,1988,Germany,606,142,48,49,45
Summer,1988,Tunisia,41,0,0,0,0
Summer,1988,Iraq,27,0,0,0,0
Summer,1988,Niger,6,0,0,0,0
Summer,1988,Libya,6,0,0,0,0
Summer,1988,Hungary,188,23,11,6,6
Summer,1988,India,46,0,0,0,0
Summer,1988,Guyana,8,0,0,0,0
Summer,1988,Portugal,65,1,1,0,0
Summer,1988,France,266,16,6,4,6
Summer,1988,USA,527,94,36,31,27
Summer,1988,Kenya,74,9,5,2,2
Summer,1988,Jordan,7,0,0,0,0
Summer,1988,Uruguay,15,0,0,0,0
Summer,1988,Morocco,27,3,1,0,2
Summer,1988,Cameroon,15,0,0,0,0
Summer,1988,Uganda,24,0,0,0,0
Summer,1988,Brazil,160,6,1,2,3
Summer,1988,Mexico,83,2,0,0,2
Summer,1988,Mauritania,6,0,0,0,0
Summer,1988,Czech Republic,163,8,3,3,2
Summer,1988,Saint Vincent,6,0,0,0,0
Summer,1988,UK,345,24,5,10,9
Summer,1988,Puerto Rico,47,0,0,0,0
Summer,1988,Australia,252,14,3,6,5
Summer,1988,Jamaica,35,2,0,2,0
Summer,1988,Philippines,31,1,0,0,1
Summer,1988,Somalia,5,0,0,0,0
Summer,1988,Ghana,16,0,0,0,0
Summer,1988,Indonesia,29,1,0,1,0
Summer,1988,Switzerland,99,4,0,2,2
Summer,1988,Iran,23,1,0,1,0
Summer,1988,Pakistan,30,1,0,0,1
Summer,1988,Haiti,4,0,0,0,0
Summer,1988,Malta,6,0,0,0,0
Summer,1988,Argentina,118,2,0,1,1
Summer,1988,Togo,6,0,0,0,0
Summer,1988,Costa Rica,16,1,0,1,0
Summer,1988,Chile,17,1,0,1,0
Summer,1988,Finland,78,4,1,1,2
Summer,1988,Turkey,41,2,1,1,0
Summer,1988,Tanzania,10,0,0,0,0
Summer,1988,Saudi Arabia,9,0,0,0,0
Summer,1988,Syria,13,0,0,0,0
Summer,1988,Oman,8,0,0,0,0
Summer,1988,Bahrain,7,0,0,0,0
Summer,1988,Qatar,10,0,0,0,0
Summer,1988,Bangladesh,6,0,0,0,0
Summer,1988,Benin,7,0,0,0,0
Summer,1988,Colombia,40,1,0,0,1
Summer,1988,Canada,328,10,3,2,5
Summer,1988,Dominican Republic,16,0,0,0,0
Summer,1988,Greece,56,1,0,0,1
Summer,1988,Bermuda,12,0,0,0,0
Summer,1988,Samoa,11,0,0,0,0
Summer,1988,Norway,69,5,2,3,0
Summer,1988,Peru,21,1,0,1,0
Summer,1988,Malaysia,9,0,0,0,0
Summer,1988,Central African Republic,15,0,0,0,0
Summer,1988,Serbia,155,12,3,4,5
Summer,1988,Israel,18,0,0,0,0
Summer,1988,Democratic Republic of the Congo,15,0,0,0,0
Summer,1988,South Korea,401,33,12,10,11
Summer,1988,Guam,19,0,0,0,0
Summer,1988,New Zealand,83,13,3,2,8
Summer,1988,Romania,68,24,7,11,6
Summer,1988,,0,0,0,0,0
Summer,1988,Honduras,8,0,0,0,0
Summer,1988,Sudan,8,0,0,0,0
Summer,1988,Austria,73,1,1,0,0
Summer,1988,Belgium,59,2,0,0,2
Summer,1988,Guatemala,28,0,0,0,0
Summer,1988,Iceland,32,0,0,0,0
Summer,1988,Mozambique,8,0,0,0,0
Summer,1988,Luxembourg,8,0,0,0,0
Summer,1988,"Virgin Islands, British",3,0,0,0,0
Summer,1988,Fiji,23,0,0,0,0
Summer,1988,Suriname,6,1,1,0,0
Summer,1988,Barbados,17,0,0,0,0
Summer,1988,Senegal,23,1,0,1,0
Summer,1988,China,321,28,5,11,12
Summer,1988,Papua New Guinea,11,0,0,0,0
Summer,1988,El Salvador,6,0,0,0,0
Summer,1988,Mongolia,28,1,0,0,1
Summer,1988,Cyprus,9,0,0,0,0
Summer,1988,Ivory Coast,28,0,0,0,0
Summer,1988,Malawi,16,0,0,0,0
Summer,1988,Guinea,6,0,0,0,0
Summer,1988,Cayman Islands,8,0,0,0,0
Summer,1988,"Virgin Islands, US",22,1,0,1,0
Summer,1988,Zimbabwe,29,0,0,0,0
Summer,1988,Poland,143,16,2,5,9
Summer,1988,Denmark,78,4,2,1,1
Summer,1988,Angola,24,0,0,0,0
Summer,1988,Nepal,16,0,0,0,0
Summer,1988,Liechtenstein,12,0,0,0,0
Summer,1988,Monaco,9,0,0,0,0
Summer,1988,Solomon Islands,4,0,0,0,0
Summer,1988,Bolivia,7,0,0,0,0
Summer,1988,Belize,10,0,0,0,0
Summer,1988,Republic of Congo,7,0,0,0,0
Summer,1988,San Marino,11,0,0,0,0
Summer,1988,Liberia,8,0,0,0,0
Summer,1988,Curacao,3,1,0,1,0
Summer,1988,Paraguay,10,0,0,0,0
Summer,1988,Venezuela,17,0,0,0,0
Summer,1988,Sri Lanka,6,0,0,0,0
Summer,1988,Equatorial Guinea,6,0,0,0,0
Summer,1988,Gabon,2,0,0,0,0
Summer,1988,Antigua,15,0,0,0,0
Summer,1988,Ireland,61,0,0,0,0
Summer,1988,Zambia,29,0,0,0,0
Summer,1988,Mali,6,0,0,0,0
Summer,1988,Ecuador,13,0,0,0,0
Summer,1988,Taiwan,61,0,0,0,0
Summer,1988,Thailand,14,1,0,0,1
Summer,1988,Trinidad,6,0,0,0,0
Summer,1988,Mauritius,8,0,0,0,0
Summer,1988,Grenada,6,0,0,0,0
Summer,1988,Bahamas,16,0,0,0,0
Summer,1988,Afghanistan,5,0,0,0,0
Summer,1988,Gambia,6,0,0,0,0
Summer,1988,Vanuatu,4,0,0,0,0
Summer,1988,Vietnam,9,0,0,0,0
Summer,1988,Panama,6,0,0,0,0
Summer,1988,Swaziland,11,0,0,0,0
Summer,1988,Sierra Leone,12,0,0,0,0
Summer,1988,Bhutan,3,0,0,0,0
Summer,1988,Rwanda,6,0,0,0,0
Summer,1988,American Samoa,6,0,0,0,0
Summer,1988,Tonga,5,0,0,0,0
Summer,1988,Aruba,8,0,0,0,0
Summer,1988,Chad,6,0,0,0,0
Summer,1988,Botswana,8,0,0,0,0
Summer,1988,Andorra,3,0,0,0,0
Summer,1988,Burkina Faso,6,0,0,0,0
Summer,1988,Cook Islands,7,0,0,0,0
Summer,1988,Lesotho,6,0,0,0,0
Summer,1988,Myanmar,2,0,0,0,0
Summer,1988,Laos,3,0,0,0,0
Summer,1992,China,282,53,16,22,15
Summer,1992,Finland,88,5,1,2,2
Summer,1992,Norway,83,7,2,4,1
Summer,1992,Estonia,37,2,1,0,1
Summer,1992,Chad,6,0,0,0,0
Summer,1992,Cuba,176,31,14,6,11
Summer,1992,Chile,12,0,0,0,0
Summer,1992,Hungary,217,30,11,12,7
Summer,1992,Italy,304,19,6,5,8
Summer,1992,Pakistan,27,1,0,0,1
Summer,1992,Egypt,75,0,0,0,0
Summer,1992,Algeria,35,2,1,0,1
Summer,1992,Qatar,28,1,0,0,1
Summer,1992,Djibouti,8,0,0,0,0
Summer,1992,Malaysia,26,1,0,0,1
Summer,1992,Iraq,8,0,0,0,0
Summer,1992,Kuwait,32,0,0,0,0
Summer,1992,,0,0,0,0,0
Summer,1992,Russia,475,112,45,38,29
Summer,1992,Japan,256,22,3,8,11
Summer,1992,Ethiopia,20,3,1,0,2
Summer,1992,Spain,422,22,13,7,2
Summer,1992,Ivory Coast,13,0,0,0,0
Summer,1992,India,52,0,0,0,0
Summer,1992,Morocco,44,3,1,1,1
Summer,1992,Portugal,90,0,0,0,0
Summer,1992,Puerto Rico,71,1,0,0,1
Summer,1992,Colombia,49,1,0,0,1
Summer,1992,Ghana,34,1,0,0,1
Summer,1992,Mexico,102,1,0,1,0
Summer,1992,Seychelles,11,0,0,0,0
Summer,1992,UK,371,20,5,3,12
Summer,1992,Kenya,49,8,2,4,2
Summer,1992,Poland,201,19,3,6,10
Summer,1992,Czech Republic,208,7,4,2,1
Summer,1992,Germany,463,82,33,21,28
Summer,1992,Australia,279,27,7,9,11
Summer,1992,USA,545,108,37,34,37
Summer,1992,France,339,29,8,5,16
Summer,1992,South Africa,93,2,0,2,0
Summer,1992,Nigeria,55,4,0,3,1
Summer,1992,Brazil,182,3,2,1,0
Summer,1992,Sweden,187,12,1,7,4
Summer,1992,Switzerland,102,1,1,0,0
Summer,1992,Iran,36,3,0,1,2
Summer,1992,Benin,6,0,0,0,0
Summer,1992,Panama,5,0,0,0,0
Summer,1992,Argentina,84,1,0,0,1
Summer,1992,Nicaragua,8,0,0,0,0
Summer,1992,Togo,6,0,0,0,0
Summer,1992,Libya,5,0,0,0,0
Summer,1992,Mauritania,6,0,0,0,0
Summer,1992,United Arab Emirates,13,0,0,0,0
Summer,1992,Bahrain,10,0,0,0,0
Summer,1992,Oman,5,0,0,0,0
Summer,1992,Syria,8,0,0,0,0
Summer,1992,Saudi Arabia,9,0,0,0,0
Summer,1992,Yemen,8,0,0,0,0
Summer,1992,Jordan,4,0,0,0,0
Summer,1992,Croatia,39,3,0,1,2
Summer,1992,Individual Olympic Athletes,58,3,0,1,2
Summer,1992,Canada,295,18,7,4,7
Summer,1992,Bulgaria,138,16,3,7,6
Summer,1992,"Virgin Islands, US",25,0,0,0,0
Summer,1992,Samoa,5,0,0,0,0
Summer,1992,Barbados,17,0,0,0,0
Summer,1992,Guam,22,0,0,0,0
Summer,1992,Philippines,26,1,0,0,1
Summer,1992,Paraguay,27,0,0,0,0
Summer,1992,Costa Rica,16,0,0,0,0
Summer,1992,Peru,16,1,0,1,0
Summer,1992,Central African Republic,15,0,0,0,0
Summer,1992,Sierra Leone,11,0,0,0,0
Summer,1992,Bangladesh,6,0,0,0,0
Summer,1992,Sri Lanka,11,0,0,0,0
Summer,1992,San Marino,17,0,0,0,0
Summer,1992,Israel,30,2,0,1,1
Summer,1992,Maldives,7,0,0,0,0
Summer,1992,Democratic Republic of the Congo,17,0,0,0,0
Summer,1992,Austria,102,2,0,2,0
Summer,1992,South Korea,226,28,12,5,11
Summer,1992,North Korea,64,9,4,0,5
Summer,1992,Denmark,110,6,1,1,4
Summer,1992,New Zealand,134,10,1,4,5
Summer,1992,Iceland,27,0,0,0,0
Summer,1992,Romania,173,18,4,6,8
Summer,1992,Indonesia,42,5,2,2,1
Summer,1992,Equatorial Guinea,7,0,0,0,0
Summer,1992,Bolivia,13,0,0,0,0
Summer,1992,Belgium,68,3,0,1,2
Summer,1992,Antigua,13,0,0,0,0
Summer,1992,Dominican Republic,32,0,0,0,0
Summer,1992,Netherlands,201,15,2,6,7
Summer,1992,Greece,70,2,2,0,0
Summer,1992,Lebanon,12,0,0,0,0
Summer,1992,Suriname,6,1,0,0,1
Summer,1992,Turkey,41,6,2,2,2
Summer,1992,Solomon Islands,1,0,0,0,0
Summer,1992,Senegal,20,0,0,0,0
Summer,1992,Guatemala,14,0,0,0,0
Summer,1992,Cyprus,17,0,0,0,0
Summer,1992,Papua New Guinea,13,0,0,0,0
Summer,1992,Mongolia,33,2,0,0,2
Summer,1992,Lithuania,47,2,1,0,1
Summer,1992,Guinea,8,0,0,0,0
Summer,1992,Cayman Islands,10,0,0,0,0
Summer,1992,Honduras,10,0,0,0,0
Summer,1992,Tunisia,13,0,0,0,0
Summer,1992,Latvia,34,3,0,2,1
Summer,1992,Ireland,58,2,1,1,0
Summer,1992,Andorra,8,0,0,0,0
Summer,1992,Slovenia,35,2,0,0,2
Summer,1992,Republic of Congo,7,0,0,0,0
Summer,1992,Albania,7,0,0,0,0
Summer,1992,Jamaica,36,4,0,3,1
Summer,1992,Liechtenstein,7,0,0,0,0
Summer,1992,Fiji,18,0,0,0,0
Summer,1992,Trinidad,7,0,0,0,0
Summer,1992,Thailand,46,1,0,0,1
Summer,1992,Gabon,5,0,0,0,0
Summer,1992,Bermuda,20,0,0,0,0
Summer,1992,American Samoa,3,0,0,0,0
Summer,1992,Bosnia and Herzegovina,10,0,0,0,0
Summer,1992,Tanzania,9,0,0,0,0
Summer,1992,Zambia,9,0,0,0,0
Summer,1992,Ecuador,13,0,0,0,0
Summer,1992,Angola,28,0,0,0,0
Summer,1992,Guyana,6,0,0,0,0
Summer,1992,Malta,6,0,0,0,0
Summer,1992,Taiwan,31,1,0,1,0
Summer,1992,Belize,10,0,0,0,0
Summer,1992,Uruguay,16,0,0,0,0
Summer,1992,Zimbabwe,19,0,0,0,0
Summer,1992,Mauritius,13,0,0,0,0
Summer,1992,Luxembourg,6,0,0,0,0
Summer,1992,Saint Vincent,6,0,0,0,0
Summer,1992,Mali,5,0,0,0,0
Summer,1992,Namibia,6,2,0,2,0
Summer,1992,Curacao,4,0,0,0,0
Summer,1992,Bahamas,14,1,0,0,1
Summer,1992,Vietnam,7,0,0,0,0
Summer,1992,Venezuela,26,0,0,0,0
Summer,1992,Monaco,2,0,0,0,0
Summer,1992,Aruba,5,0,0,0,0
Summer,1992,Botswana,6,0,0,0,0
Summer,1992,Swaziland,6,0,0,0,0
Summer,1992,Sudan,6,0,0,0,0
Summer,1992,Mozambique,6,0,0,0,0
Summer,1992,Grenada,4,0,0,0,0
Summer,1992,Vanuatu,6,0,0,0,0
Summer,1992,Burkina Faso,4,0,0,0,0
Summer,1992,"Virgin Islands, British",4,0,0,0,0
Summer,1992,Haiti,7,0,0,0,0
Summer,1992,El Salvador,4,0,0,0,0
Summer,1992,Niger,3,0,0,0,0
Summer,1992,Gambia,5,0,0,0,0
Summer,1992,Bhutan,6,0,0,0,0
Summer,1992,Cameroon,8,0,0,0,0
Summer,1992,Laos,6,0,0,0,0
Summer,1992,Myanmar,4,0,0,0,0
Summer,1992,Tonga,5,0,0,0,0
Summer,1992,Uganda,8,0,0,0,0
Summer,1992,Lesotho,6,0,0,0,0
Summer,1992,Rwanda,10,0,0,0,0
Summer,1992,Malawi,4,0,0,0,0
Summer,1992,Cook Islands,2,0,0,0,0
Summer,1992,Madagascar,13,0,0,0,0
Summer,1992,Nepal,2,0,0,0,0
Summer,1996,Finland,76,4,1,2,1
Summer,1996,Netherlands,239,19,4,5,10
Summer,1996,Norway,97,7,2,2,3
Summer,1996,Estonia,43,0,0,0,0
Summer,1996,Turkey,53,6,4,1,1
Summer,1996,Spain,289,17,5,6,6
Summer,1996,Italy,340,35,13,10,12
Summer,1996,Pakistan,24,0,0,0,0
Summer,1996,Canada,303,22,3,11,8
Summer,1996,Egypt,29,0,0,0,0
Summer,1996,Libya,5,0,0,0,0
Summer,1996,Qatar,12,0,0,0,0
Summer,1996,Comoros,4,0,0,0,0
Summer,1996,Chad,4,0,0,0,0
Summer,1996,Malaysia,35,2,0,1,1
Summer,1996,Brunei,1,0,0,0,0
Summer,1996,United Arab Emirates,4,0,0,0,0
Summer,1996,,0,0,0,0,0
Summer,1996,Azerbaijan,23,1,0,1,0
Summer,1996,Uzbekistan,71,2,0,1,1
Summer,1996,Japan,306,14,3,6,5
Summer,1996,Cameroon,15,0,0,0,0
Summer,1996,Algeria,45,3,2,0,1
Summer,1996,Ivory Coast,11,0,0,0,0
Summer,1996,Ghana,35,0,0,0,0
Summer,1996,USA,648,101,44,32,25
Summer,1996,India,49,1,0,0,1
Summer,1996,Georgia,34,2,0,0,2
Summer,1996,Slovenia,37,2,0,2,0
Summer,1996,Portugal,107,2,1,0,1
Summer,1996,France,299,37,15,7,15
Summer,1996,Venezuela,39,0,0,0,0
Summer,1996,Palestine,1,0,0,0,0
Summer,1996,Kazakhstan,96,11,3,4,4
Summer,1996,Mexico,98,1,0,0,1
Summer,1996,Morocco,34,2,0,0,2
Summer,1996,Uganda,10,1,0,0,1
Summer,1996,Germany,466,65,20,18,27
Summer,1996,Sudan,4,0,0,0,0
Summer,1996,Greece,121,8,4,4,0
Summer,1996,Australia,417,41,9,9,23
Summer,1996,Somalia,4,0,0,0,0
Summer,1996,Nigeria,65,6,2,1,3
Summer,1996,Suriname,7,0,0,0,0
Summer,1996,Ethiopia,18,3,2,0,1
Summer,1996,Syria,7,1,1,0,0
Summer,1996,Puerto Rico,69,1,0,0,1
Summer,1996,Brazil,221,15,3,3,9
Summer,1996,Hungary,213,21,7,4,10
Summer,1996,Ukraine,231,23,9,2,12
Summer,1996,Russia,390,63,26,21,16
Summer,1996,Croatia,84,2,1,1,0
Summer,1996,Dominica,6,0,0,0,0
Summer,1996,Haiti,7,0,0,0,0
Summer,1996,Tunisia,51,1,0,0,1
Summer,1996,Benin,5,0,0,0,0
Summer,1996,Cuba,164,25,9,8,8
Summer,1996,Nicaragua,26,0,0,0,0
Summer,1996,Kenya,52,8,1,4,3
Summer,1996,UK,300,15,1,8,6
Summer,1996,Iraq,3,0,0,0,0
Summer,1996,Argentina,179,3,0,2,1
Summer,1996,Mauritania,4,0,0,0,0
Summer,1996,South Africa,84,5,3,1,1
Summer,1996,Belarus,157,15,1,6,8
Summer,1996,Papua New Guinea,11,0,0,0,0
Summer,1996,Togo,5,0,0,0,0
Summer,1996,Denmark,119,6,4,1,1
Summer,1996,Kuwait,25,0,0,0,0
Summer,1996,Saudi Arabia,29,0,0,0,0
Summer,1996,Bahrain,5,0,0,0,0
Summer,1996,Oman,4,0,0,0,0
Summer,1996,Yemen,4,0,0,0,0
Summer,1996,Jordan,5,0,0,0,0
Summer,1996,Bangladesh,4,0,0,0,0
Summer,1996,Sweden,177,8,2,4,2
Summer,1996,Dominican Republic,16,0,0,0,0
Summer,1996,Lithuania,61,1,0,0,1
Summer,1996,Kyrgyzstan,33,0,0,0,0
Summer,1996,Israel,25,1,0,0,1
Summer,1996,Iceland,9,0,0,0,0
Summer,1996,Djibouti,5,0,0,0,0
Summer,1996,Moldova,40,2,0,1,1
Summer,1996,Ireland,78,4,3,0,1
Summer,1996,Trinidad,12,2,0,0,2
Summer,1996,Guinea-Bissau,3,0,0,0,0
Summer,1996,Romania,165,19,4,7,8
Summer,1996,Sierra Leone,14,0,0,0,0
Summer,1996,Democratic Republic of the Congo,14,0,0,0,0
Summer,1996,San Marino,7,0,0,0,0
Summer,1996,Maldives,6,0,0,0,0
Summer,1996,Laos,5,0,0,0,0
Summer,1996,South Korea,303,27,7,15,5
Summer,1996,China,317,51,17,22,12
Summer,1996,Solomon Islands,4,0,0,0,0
Summer,1996,New Zealand,95,6,3,2,1
Summer,1996,Cape Verde,3,0,0,0,0
Summer,1996,Cyprus,17,0,0,0,0
Summer,1996,Bulgaria,110,15,3,7,5
Summer,1996,Honduras,7,0,0,0,0
Summer,1996,Switzerland,115,7,4,3,0
Summer,1996,Jamaica,46,6,1,3,2
Summer,1996,Belgium,61,6,2,2,2
Summer,1996,Colombia,48,0,0,0,0
Summer,1996,Chile,21,0,0,0,0
Summer,1996,Indonesia,40,4,1,1,2
Summer,1996,Peru,29,0,0,0,0
Summer,1996,Equatorial Guinea,5,0,0,0,0
Summer,1996,Turkmenistan,7,0,0,0,0
Summer,1996,"Virgin Islands, British",7,0,0,0,0
Summer,1996,Armenia,32,2,1,1,0
Summer,1996,Seychelles,9,0,0,0,0
Summer,1996,Taiwan,74,1,0,1,0
Summer,1996,Sao Tome and Principe,2,0,0,0,0
Summer,1996,Republic of Congo,5,0,0,0,0
Summer,1996,Czech Republic,115,11,4,3,4
Summer,1996,Slovakia,71,3,1,1,1
Summer,1996,Saint Vincent,8,0,0,0,0
Summer,1996,Botswana,7,0,0,0,0
Summer,1996,Saint Lucia,6,0,0,0,0
Summer,1996,Poland,165,17,7,5,5
Summer,1996,Cayman Islands,9,0,0,0,0
Summer,1996,Andorra,8,0,0,0,0
Summer,1996,Uruguay,14,0,0,0,0
Summer,1996,Antigua,13,0,0,0,0
Summer,1996,Saint Kitts,10,0,0,0,0
Summer,1996,Serbia,68,4,1,1,2
Summer,1996,Panama,7,0,0,0,0
Summer,1996,Austria,72,3,0,1,2
Summer,1996,Paraguay,7,0,0,0,0
Summer,1996,Mongolia,16,1,0,0,1
Summer,1996,Bermuda,9,0,0,0,0
Summer,1996,Mauritius,26,0,0,0,0
Summer,1996,"Virgin Islands, US",12,0,0,0,0
Summer,1996,Namibia,8,2,0,2,0
Summer,1996,El Salvador,8,0,0,0,0
Summer,1996,Guam,8,0,0,0,0
Summer,1996,Latvia,47,1,0,1,0
Summer,1996,Central African Republic,5,0,0,0,0
Summer,1996,Albania,7,0,0,0,0
Summer,1996,Sri Lanka,9,0,0,0,0
Summer,1996,Angola,28,0,0,0,0
Summer,1996,Zimbabwe,13,0,0,0,0
Summer,1996,Liechtenstein,2,0,0,0,0
Summer,1996,Guatemala,26,0,0,0,0
Summer,1996,Nepal,6,0,0,0,0
Summer,1996,Fiji,17,0,0,0,0
Summer,1996,Malta,7,0,0,0,0
Summer,1996,Tajikistan,8,0,0,0,0
Summer,1996,Macedonia,11,0,0,0,0
Summer,1996,Gabon,7,0,0,0,0
Summer,1996,Costa Rica,11,1,1,0,0
Summer,1996,Philippines,12,1,0,1,0
Summer,1996,Grenada,5,0,0,0,0
Summer,1996,American Samoa,7,0,0,0,0
Summer,1996,Ecuador,19,1,1,0,0
Summer,1996,Bolivia,8,0,0,0,0
Summer,1996,Mali,3,0,0,0,0
Summer,1996,Vietnam,6,0,0,0,0
Summer,1996,Thailand,37,2,1,0,1
Summer,1996,North Korea,24,5,2,1,2
Summer,1996,Zambia,8,1,0,1,0
Summer,1996,Lebanon,1,0,0,0,0
Summer,1996,Bahamas,26,1,0,1,0
Summer,1996,Liberia,5,0,0,0,0
Summer,1996,Barbados,13,0,0,0,0
Summer,1996,Curacao,6,0,0,0,0
Summer,1996,Bosnia and Herzegovina,9,0,0,0,0
Summer,1996,Nauru,3,0,0,0,0
Summer,1996,Senegal,11,0,0,0,0
Summer,1996,Guinea,5,0,0,0,0
Summer,1996,Monaco,3,0,0,0,0
Summer,1996,Aruba,3,0,0,0,0
Summer,1996,Guyana,7,0,0,0,0
Summer,1996,Luxembourg,6,0,0,0,0
Summer,1996,Gambia,9,0,0,0,0
Summer,1996,Iran,18,3,1,1,1
Summer,1996,Belize,5,0,0,0,0
Summer,1996,Burundi,7,1,1,0,0
Summer,1996,Samoa,5,0,0,0,0
Summer,1996,Afghanistan,2,0,0,0,0
Summer,1996,Tonga,5,1,0,1,0
Summer,1996,Cambodia,5,0,0,0,0
Summer,1996,Tanzania,7,0,0,0,0
Summer,1996,Myanmar,3,0,0,0,0
Summer,1996,Rwanda,4,0,0,0,0
Summer,1996,Vanuatu,4,0,0,0,0
Summer,1996,Mozambique,3,1,0,0,1
Summer,1996,Bhutan,2,0,0,0,0
Summer,1996,Burkina Faso,5,0,0,0,0
Summer,1996,Niger,3,0,0,0,0
Summer,1996,Lesotho,9,0,0,0,0
Summer,1996,Swaziland,6,0,0,0,0
Summer,1996,Malawi,2,0,0,0,0
Summer,1996,Cook Islands,3,0,0,0,0
Summer,1996,Madagascar,11,0,0,0,0
Summer,2000,Finland,70,4,2,1,1
Summer,2000,Norway,93,10,4,3,3
Summer,2000,Netherlands,231,25,12,9,4
Summer,2000,Egypt,89,0,0,0,0
Summer,2000,Argentina,143,4,0,2,2
Summer,2000,Cuba,229,29,11,11,7
Summer,2000,Cameroon,34,1,1,0,0
Summer,2000,Mexico,78,6,1,2,3
Summer,2000,Italy,361,34,13,8,13
Summer,2000,Pakistan,27,0,0,0,0
Summer,2000,Azerbaijan,31,3,2,0,1
Summer,2000,Canada,294,14,3,3,8
Summer,2000,USA,586,91,36,24,31
Summer,2000,Australia,617,58,16,25,17
Summer,2000,Kuwait,29,1,0,0,1
Summer,2000,Malaysia,40,0,0,0,0
Summer,2000,Brunei,2,0,0,0,0
Summer,2000,Sudan,3,0,0,0,0
Summer,2000,Bahrain,4,0,0,0,0
Summer,2000,Uzbekistan,70,4,1,1,2
Summer,2000,Japan,266,18,5,8,5
Summer,2000,Spain,321,11,3,3,5
Summer,2000,Ethiopia,26,8,4,1,3
Summer,2000,Sri Lanka,18,1,0,1,0
Summer,2000,Syria,8,0,0,0,0
Summer,2000,Morocco,55,5,0,1,4
Summer,2000,Sweden,150,12,4,5,3
Summer,2000,Russia,435,89,32,28,29
Summer,2000,Jordan,8,0,0,0,0
Summer,2000,China,302,58,28,16,14
Summer,2000,Germany,422,56,13,17,26
Summer,2000,UK,310,28,11,10,7
Summer,2000,Uganda,13,0,0,0,0
Summer,2000,Slovenia,74,2,2,0,0
Summer,2000,Turkey,57,5,3,0,2
Summer,2000,South Africa,127,5,0,2,3
Summer,2000,Ghana,22,0,0,0,0
Summer,2000,Algeria,47,5,1,1,3
Summer,2000,Suriname,4,0,0,0,0
Summer,2000,Somalia,2,0,0,0,0
Summer,2000,Libya,3,0,0,0,0
Summer,2000,France,336,38,13,14,11
Summer,2000,Palau,5,0,0,0,0
Summer,2000,Lithuania,61,5,2,0,3
Summer,2000,Brazil,198,12,0,6,6
Summer,2000,Ukraine,230,23,3,10,10
Summer,2000,Iran,33,4,3,0,1
Summer,2000,Nigeria,83,3,1,2,0
Summer,2000,Greece,140,13,4,6,3
Summer,2000,Croatia,88,2,1,0,1
Summer,2000,Dominica,4,0,0,0,0
Summer,2000,Denmark,97,6,2,3,1
Summer,2000,Angola,30,0,0,0,0
Summer,2000,Iraq,4,0,0,0,0
Summer,2000,Maldives,4,0,0,0,0
Summer,2000,New Zealand,147,4,1,0,3
Summer,2000,Peru,21,0,0,0,0
Summer,2000,Serbia,109,3,1,1,1
Summer,2000,Hungary,178,17,8,6,3
Summer,2000,Ivory Coast,14,0,0,0,0
Summer,2000,Cyprus,22,0,0,0,0
Summer,2000,Kazakhstan,130,7,3,4,0
Summer,2000,Kyrgyzstan,48,1,0,0,1
Summer,2000,Bangladesh,5,0,0,0,0
Summer,2000,Saudi Arabia,18,2,0,1,1
Summer,2000,Qatar,17,1,0,0,1
Summer,2000,Lebanon,6,0,0,0,0
Summer,2000,Oman,6,0,0,0,0
Summer,2000,Palestine,2,0,0,0,0
Summer,2000,Yemen,2,0,0,0,0
Summer,2000,United Arab Emirates,4,0,0,0,0
Summer,2000,Romania,145,26,11,6,9
Summer,2000,Belarus,139,17,3,3,11
Summer,2000,Trinidad,19,2,0,1,1
Summer,2000,Iceland,18,1,0,0,1
Summer,2000,Niger,4,0,0,0,0
Summer,2000,Djibouti,2,0,0,0,0
Summer,2000,Slovakia,108,5,1,3,1
Summer,2000,Guyana,4,0,0,0,0
Summer,2000,Jamaica,48,9,0,6,3
Summer,2000,Barbados,18,1,0,0,1
Summer,2000,Venezuela,50,0,0,0,0
Summer,2000,Chile,50,1,0,0,1
Summer,2000,Individual Olympic Athletes,4,0,0,0,0
Summer,2000,Austria,92,3,2,1,0
Summer,2000,Indonesia,47,6,1,3,2
Summer,2000,Bahamas,25,3,2,0,1
Summer,2000,San Marino,4,0,0,0,0
Summer,2000,Mozambique,4,1,1,0,0
Summer,2000,Portugal,61,2,0,0,2
Summer,2000,Czech Republic,119,8,2,3,3
Summer,2000,India,65,1,0,0,1
Summer,2000,Bulgaria,91,13,5,6,2
Summer,2000,Switzerland,102,9,1,6,2
Summer,2000,Belgium,68,5,0,2,3
Summer,2000,Malta,7,0,0,0,0
Summer,2000,Luxembourg,7,0,0,0,0
Summer,2000,Guinea-Bissau,3,0,0,0,0
Summer,2000,Tunisia,47,0,0,0,0
Summer,2000,Georgia,36,6,0,0,6
Summer,2000,Eritrea,3,0,0,0,0
Summer,2000,Turkmenistan,8,0,0,0,0
Summer,2000,Madagascar,11,0,0,0,0
Summer,2000,Mauritius,20,0,0,0,0
